Date,Open,High,Low,Close
12/30/2011,"8.09","8.09","8.09","8.09"
12/29/2011,"8.12","8.12","8.12","8.12"
12/28/2011,"8.04","8.04","8.04","8.04"
12/27/2011,"8.15","8.15","8.15","8.15"
12/23/2011,"8.13","8.13","8.13","8.13"
12/22/2011,"8.07","8.07","8.07","8.07"
12/21/2011,"8.00","8.00","8.00","8.00"
12/20/2011,"8.06","8.06","8.06","8.06"
12/19/2011,"7.83","7.83","7.83","7.83"
12/16/2011,"7.92","7.92","7.92","7.92"
12/15/2011,"8.14","8.14","8.14","8.14"
12/14/2011,"8.14","8.14","8.14","8.14"
12/13/2011,"8.30","8.30","8.30","8.30"
12/12/2011,"8.44","8.44","8.44","8.44"
12/09/2011,"8.59","8.59","8.59","8.59"
12/08/2011,"8.43","8.43","8.43","8.43"
12/07/2011,"8.59","8.59","8.59","8.59"
12/06/2011,"8.61","8.61","8.61","8.61"
12/05/2011,"8.65","8.65","8.65","8.65"
12/02/2011,"8.54","8.54","8.54","8.54"
12/01/2011,"8.54","8.54","8.54","8.54"
11/30/2011,"8.53","8.53","8.53","8.53"
11/29/2011,"8.18","8.18","8.18","8.18"
11/28/2011,"8.20","8.20","8.20","8.20"
11/25/2011,"7.90","7.90","7.90","7.90"
11/23/2011,"7.95","7.95","7.95","7.95"
11/22/2011,"8.17","8.17","8.17","8.17"
11/21/2011,"8.18","8.18","8.18","8.18"
11/18/2011,"8.23","8.23","8.23","8.23"
11/17/2011,"8.32","8.32","8.32","8.32"
11/16/2011,"8.50","8.50","8.50","8.50"
11/15/2011,"8.67","8.67","8.67","8.67"
11/14/2011,"8.59","8.59","8.59","8.59"
11/11/2011,"8.64","8.64","8.64","8.64"
11/10/2011,"8.46","8.46","8.46","8.46"
11/09/2011,"8.46","8.46","8.46","8.46"
11/08/2011,"8.78","8.78","8.78","8.78"
11/07/2011,"8.72","8.72","8.72","8.72"
11/04/2011,"8.72","8.72","8.72","8.72"
11/03/2011,"8.76","8.76","8.76","8.76"
11/02/2011,"8.59","8.59","8.59","8.59"
11/01/2011,"8.46","8.46","8.46","8.46"
10/31/2011,"8.70","8.70","8.70","8.70"
10/28/2011,"8.93","8.93","8.93","8.93"
10/27/2011,"8.87","8.87","8.87","8.87"
10/26/2011,"8.54","8.54","8.54","8.54"
10/25/2011,"8.48","8.48","8.48","8.48"
10/24/2011,"8.69","8.69","8.69","8.69"
10/21/2011,"8.49","8.49","8.49","8.49"
10/20/2011,"8.35","8.35","8.35","8.35"
10/19/2011,"8.33","8.33","8.33","8.33"
10/18/2011,"8.51","8.51","8.51","8.51"
10/17/2011,"8.39","8.39","8.39","8.39"
10/14/2011,"8.58","8.58","8.58","8.58"
10/13/2011,"8.41","8.41","8.41","8.41"
10/12/2011,"8.34","8.34","8.34","8.34"
10/11/2011,"8.30","8.30","8.30","8.30"
10/10/2011,"8.25","8.25","8.25","8.25"
10/07/2011,"7.97","7.97","7.97","7.97"
10/06/2011,"8.05","8.05","8.05","8.05"
10/05/2011,"7.85","7.85","7.85","7.85"
10/04/2011,"7.69","7.69","7.69","7.69"
10/03/2011,"7.48","7.48","7.48","7.48"
09/30/2011,"7.77","7.77","7.77","7.77"
09/29/2011,"7.99","7.99","7.99","7.99"
09/28/2011,"8.04","8.04","8.04","8.04"
09/27/2011,"8.26","8.26","8.26","8.26"
09/26/2011,"8.18","8.18","8.18","8.18"
09/23/2011,"8.03","8.03","8.03","8.03"
09/22/2011,"7.96","7.96","7.96","7.96"
09/21/2011,"8.29","8.29","8.29","8.29"
09/20/2011,"8.46","8.46","8.46","8.46"
09/19/2011,"8.54","8.54","8.54","8.54"
09/16/2011,"8.57","8.57","8.57","8.57"
09/15/2011,"8.53","8.53","8.53","8.53"
09/14/2011,"8.41","8.41","8.41","8.41"
09/13/2011,"8.27","8.27","8.27","8.27"
09/12/2011,"8.15","8.15","8.15","8.15"
09/09/2011,"8.09","8.09","8.09","8.09"
09/08/2011,"8.34","8.34","8.34","8.34"
09/07/2011,"8.40","8.40","8.40","8.40"
09/06/2011,"8.14","8.14","8.14","8.14"
09/02/2011,"8.15","8.15","8.15","8.15"
09/01/2011,"8.34","8.34","8.34","8.34"
08/31/2011,"8.44","8.44","8.44","8.44"
08/30/2011,"8.41","8.41","8.41","8.41"
08/29/2011,"8.36","8.36","8.36","8.36"
08/26/2011,"8.09","8.09","8.09","8.09"
08/25/2011,"7.89","7.89","7.89","7.89"
08/24/2011,"8.04","8.04","8.04","8.04"
08/23/2011,"7.98","7.98","7.98","7.98"
08/22/2011,"7.61","7.61","7.61","7.61"
08/19/2011,"7.61","7.61","7.61","7.61"
08/18/2011,"7.73","7.73","7.73","7.73"
08/17/2011,"8.21","8.21","8.21","8.21"
08/16/2011,"8.26","8.26","8.26","8.26"
08/15/2011,"8.42","8.42","8.42","8.42"
08/12/2011,"8.23","8.23","8.23","8.23"
08/11/2011,"8.13","8.13","8.13","8.13"
08/10/2011,"7.78","7.78","7.78","7.78"
08/09/2011,"8.07","8.07","8.07","8.07"
08/08/2011,"7.66","7.66","7.66","7.66"
08/05/2011,"8.24","8.24","8.24","8.24"
08/04/2011,"8.31","8.31","8.31","8.31"
08/03/2011,"8.85","8.85","8.85","8.85"
08/02/2011,"8.78","8.78","8.78","8.78"
08/01/2011,"9.02","9.02","9.02","9.02"
07/29/2011,"9.04","9.04","9.04","9.04"
07/28/2011,"9.08","9.08","9.08","9.08"
07/27/2011,"9.09","9.09","9.09","9.09"
07/26/2011,"9.35","9.35","9.35","9.35"
07/25/2011,"9.38","9.38","9.38","9.38"
07/22/2011,"9.46","9.46","9.46","9.46"
07/21/2011,"9.38","9.38","9.38","9.38"
07/20/2011,"9.33","9.33","9.33","9.33"
07/19/2011,"9.41","9.41","9.41","9.41"
07/18/2011,"9.20","9.20","9.20","9.20"
07/15/2011,"9.27","9.27","9.27","9.27"
07/14/2011,"9.15","9.15","9.15","9.15"
07/13/2011,"9.25","9.25","9.25","9.25"
07/12/2011,"9.19","9.19","9.19","9.19"
07/11/2011,"9.26","9.26","9.26","9.26"
07/08/2011,"9.45","9.45","9.45","9.45"
07/07/2011,"9.49","9.49","9.49","9.49"
07/06/2011,"9.40","9.40","9.40","9.40"
07/05/2011,"9.35","9.35","9.35","9.35"
07/01/2011,"9.30","9.30","9.30","9.30"
06/30/2011,"9.16","9.16","9.16","9.16"
06/29/2011,"9.07","9.07","9.07","9.07"
06/28/2011,"9.02","9.02","9.02","9.02"
06/27/2011,"8.84","8.84","8.84","8.84"
06/24/2011,"8.75","8.75","8.75","8.75"
06/23/2011,"8.84","8.84","8.84","8.84"
06/22/2011,"8.77","8.77","8.77","8.77"
06/21/2011,"8.84","8.84","8.84","8.84"
06/20/2011,"8.64","8.64","8.64","8.64"
06/17/2011,"8.58","8.58","8.58","8.58"
06/16/2011,"8.59","8.59","8.59","8.59"
06/15/2011,"8.64","8.64","8.64","8.64"
06/14/2011,"8.79","8.79","8.79","8.79"
06/13/2011,"8.64","8.64","8.64","8.64"
06/10/2011,"8.68","8.68","8.68","8.68"
06/09/2011,"8.82","8.82","8.82","8.82"
06/08/2011,"8.77","8.77","8.77","8.77"
06/07/2011,"8.85","8.85","8.85","8.85"
06/06/2011,"8.83","8.83","8.83","8.83"
06/03/2011,"8.97","8.97","8.97","8.97"
06/02/2011,"9.08","9.08","9.08","9.08"
06/01/2011,"9.05","9.05","9.05","9.05"
05/31/2011,"9.28","9.28","9.28","9.28"
05/27/2011,"9.17","9.17","9.17","9.17"
05/26/2011,"9.13","9.13","9.13","9.13"
05/25/2011,"9.07","9.07","9.07","9.07"
05/24/2011,"8.99","8.99","8.99","8.99"
05/23/2011,"9.00","9.00","9.00","9.00"
05/20/2011,"9.14","9.14","9.14","9.14"
05/19/2011,"9.16","9.16","9.16","9.16"
05/18/2011,"9.13","9.13","9.13","9.13"
05/17/2011,"9.00","9.00","9.00","9.00"
05/16/2011,"9.01","9.01","9.01","9.01"
05/13/2011,"9.14","9.14","9.14","9.14"
05/12/2011,"9.23","9.23","9.23","9.23"
05/11/2011,"9.17","9.17","9.17","9.17"
05/10/2011,"9.29","9.29","9.29","9.29"
05/09/2011,"9.21","9.21","9.21","9.21"
05/06/2011,"9.12","9.12","9.12","9.12"
05/05/2011,"9.05","9.05","9.05","9.05"
05/04/2011,"9.09","9.09","9.09","9.09"
05/03/2011,"9.18","9.18","9.18","9.18"
05/02/2011,"9.29","9.29","9.29","9.29"
04/29/2011,"9.35","9.35","9.35","9.35"
04/28/2011,"9.33","9.33","9.33","9.33"
04/27/2011,"9.34","9.34","9.34","9.34"
04/26/2011,"9.25","9.25","9.25","9.25"
04/25/2011,"9.20","9.20","9.20","9.20"
04/21/2011,"9.22","9.22","9.22","9.22"
04/20/2011,"9.14","9.14","9.14","9.14"
04/19/2011,"8.94","8.94","8.94","8.94"
04/18/2011,"8.90","8.90","8.90","8.90"
04/15/2011,"8.99","8.99","8.99","8.99"
04/14/2011,"8.96","8.96","8.96","8.96"
04/13/2011,"8.96","8.96","8.96","8.96"
04/12/2011,"8.88","8.88","8.88","8.88"
04/11/2011,"8.97","8.97","8.97","8.97"
04/08/2011,"9.01","9.01","9.01","9.01"
04/07/2011,"9.03","9.03","9.03","9.03"
04/06/2011,"9.03","9.03","9.03","9.03"
04/05/2011,"9.07","9.07","9.07","9.07"
04/04/2011,"9.04","9.04","9.04","9.04"
04/01/2011,"9.03","9.03","9.03","9.03"
03/31/2011,"9.00","9.00","9.00","9.00"
03/30/2011,"9.01","9.01","9.01","9.01"
03/29/2011,"8.92","8.92","8.92","8.92"
03/28/2011,"8.82","8.82","8.82","8.82"
03/25/2011,"8.83","8.83","8.83","8.83"
03/24/2011,"8.80","8.80","8.80","8.80"
03/23/2011,"8.65","8.65","8.65","8.65"
03/22/2011,"8.59","8.59","8.59","8.59"
03/21/2011,"8.63","8.63","8.63","8.63"
03/18/2011,"8.46","8.46","8.46","8.46"
03/17/2011,"8.47","8.47","8.47","8.47"
03/16/2011,"8.42","8.42","8.42","8.42"
03/15/2011,"8.55","8.55","8.55","8.55"
03/14/2011,"8.62","8.62","8.62","8.62"
03/11/2011,"8.66","8.66","8.66","8.66"
03/10/2011,"8.61","8.61","8.61","8.61"
03/09/2011,"8.75","8.75","8.75","8.75"
03/08/2011,"8.77","8.77","8.77","8.77"
03/07/2011,"8.72","8.72","8.72","8.72"
03/04/2011,"8.82","8.82","8.82","8.82"
03/03/2011,"8.85","8.85","8.85","8.85"
03/02/2011,"8.69","8.69","8.69","8.69"
03/01/2011,"8.65","8.65","8.65","8.65"
02/28/2011,"8.81","8.81","8.81","8.81"
02/25/2011,"8.82","8.82","8.82","8.82"
02/24/2011,"8.69","8.69","8.69","8.69"
02/23/2011,"8.65","8.65","8.65","8.65"
02/22/2011,"8.74","8.74","8.74","8.74"
02/18/2011,"8.99","8.99","8.99","8.99"
02/17/2011,"9.01","9.01","9.01","9.01"
02/16/2011,"8.99","8.99","8.99","8.99"
02/15/2011,"8.93","8.93","8.93","8.93"
02/14/2011,"8.99","8.99","8.99","8.99"
02/11/2011,"8.93","8.93","8.93","8.93"
02/10/2011,"8.85","8.85","8.85","8.85"
02/09/2011,"8.78","8.78","8.78","8.78"
02/08/2011,"8.81","8.81","8.81","8.81"
02/07/2011,"8.77","8.77","8.77","8.77"
02/04/2011,"8.73","8.73","8.73","8.73"
02/03/2011,"8.66","8.66","8.66","8.66"
02/02/2011,"8.64","8.64","8.64","8.64"
02/01/2011,"8.64","8.64","8.64","8.64"
01/31/2011,"8.48","8.48","8.48","8.48"
01/28/2011,"8.42","8.42","8.42","8.42"
01/27/2011,"8.60","8.60","8.60","8.60"
01/26/2011,"8.57","8.57","8.57","8.57"
01/25/2011,"8.47","8.47","8.47","8.47"
01/24/2011,"8.51","8.51","8.51","8.51"
01/21/2011,"8.45","8.45","8.45","8.45"
01/20/2011,"8.49","8.49","8.49","8.49"
01/19/2011,"8.60","8.60","8.60","8.60"
01/18/2011,"8.76","8.76","8.76","8.76"
01/14/2011,"8.75","8.75","8.75","8.75"
