Date,Open,High,Low,Close
12/31/2013,"11.99","11.99","11.99","11.99"
12/30/2013,"11.93","11.93","11.93","11.93"
12/27/2013,"11.93","11.93","11.93","11.93"
12/26/2013,"11.97","11.97","11.97","11.97"
12/24/2013,"11.91","11.91","11.91","11.91"
12/23/2013,"11.91","11.91","11.91","11.91"
12/20/2013,"11.82","11.82","11.82","11.82"
12/19/2013,"11.68","11.68","11.68","11.68"
12/18/2013,"11.70","11.70","11.70","11.70"
12/17/2013,"11.51","11.51","11.51","11.51"
12/16/2013,"11.51","11.51","11.51","11.51"
12/13/2013,"11.43","11.43","11.43","11.43"
12/12/2013,"11.42","11.42","11.42","11.42"
12/11/2013,"11.44","11.44","11.44","11.44"
12/10/2013,"11.62","11.62","11.62","11.62"
12/09/2013,"11.65","11.65","11.65","11.65"
12/06/2013,"11.65","11.65","11.65","11.65"
12/05/2013,"12.42","12.42","12.42","12.42"
12/04/2013,"12.43","12.43","12.43","12.43"
12/03/2013,"12.41","12.41","12.41","12.41"
12/02/2013,"12.45","12.45","12.45","12.45"
11/29/2013,"12.47","12.47","12.47","12.47"
11/27/2013,"12.46","12.46","12.46","12.46"
11/26/2013,"12.41","12.41","12.41","12.41"
11/25/2013,"12.36","12.36","12.36","12.36"
11/22/2013,"12.39","12.39","12.39","12.39"
11/21/2013,"12.28","12.28","12.28","12.28"
11/20/2013,"12.13","12.13","12.13","12.13"
11/19/2013,"12.14","12.14","12.14","12.14"
11/18/2013,"12.23","12.23","12.23","12.23"
11/15/2013,"12.38","12.38","12.38","12.38"
11/14/2013,"12.32","12.32","12.32","12.32"
11/13/2013,"12.28","12.28","12.28","12.28"
11/12/2013,"12.14","12.14","12.14","12.14"
11/11/2013,"12.15","12.15","12.15","12.15"
11/08/2013,"12.12","12.12","12.12","12.12"
11/07/2013,"11.91","11.91","11.91","11.91"
11/06/2013,"12.15","12.15","12.15","12.15"
11/05/2013,"12.25","12.25","12.25","12.25"
11/04/2013,"12.24","12.24","12.24","12.24"
11/01/2013,"12.18","12.18","12.18","12.18"
10/31/2013,"12.17","12.17","12.17","12.17"
10/30/2013,"12.23","12.23","12.23","12.23"
10/29/2013,"12.34","12.34","12.34","12.34"
10/28/2013,"12.27","12.27","12.27","12.27"
10/25/2013,"12.29","12.29","12.29","12.29"
10/24/2013,"12.29","12.29","12.29","12.29"
10/23/2013,"12.19","12.19","12.19","12.19"
10/22/2013,"12.27","12.27","12.27","12.27"
10/21/2013,"12.23","12.23","12.23","12.23"
10/18/2013,"12.26","12.26","12.26","12.26"
10/17/2013,"12.11","12.11","12.11","12.11"
10/16/2013,"12.04","12.04","12.04","12.04"
10/15/2013,"11.83","11.83","11.83","11.83"
10/14/2013,"11.91","11.91","11.91","11.91"
10/11/2013,"11.84","11.84","11.84","11.84"
10/10/2013,"11.81","11.81","11.81","11.81"
10/09/2013,"11.50","11.50","11.50","11.50"
10/08/2013,"11.58","11.58","11.58","11.58"
10/07/2013,"11.88","11.88","11.88","11.88"
10/04/2013,"12.03","12.03","12.03","12.03"
10/03/2013,"11.93","11.93","11.93","11.93"
10/02/2013,"12.04","12.04","12.04","12.04"
10/01/2013,"12.05","12.05","12.05","12.05"
09/30/2013,"11.88","11.88","11.88","11.88"
09/27/2013,"11.92","11.92","11.92","11.92"
09/26/2013,"11.97","11.97","11.97","11.97"
09/25/2013,"11.87","11.87","11.87","11.87"
09/24/2013,"11.91","11.91","11.91","11.91"
09/23/2013,"11.93","11.93","11.93","11.93"
09/20/2013,"12.01","12.01","12.01","12.01"
09/19/2013,"12.09","12.09","12.09","12.09"
09/18/2013,"12.07","12.07","12.07","12.07"
09/17/2013,"11.89","11.89","11.89","11.89"
09/16/2013,"11.81","11.81","11.81","11.81"
09/13/2013,"11.78","11.78","11.78","11.78"
09/12/2013,"11.74","11.74","11.74","11.74"
09/11/2013,"11.78","11.78","11.78","11.78"
09/10/2013,"11.77","11.77","11.77","11.77"
09/09/2013,"11.66","11.66","11.66","11.66"
09/06/2013,"11.48","11.48","11.48","11.48"
09/05/2013,"11.49","11.49","11.49","11.49"
09/04/2013,"11.46","11.46","11.46","11.46"
09/03/2013,"11.34","11.34","11.34","11.34"
08/30/2013,"11.24","11.24","11.24","11.24"
08/29/2013,"11.25","11.25","11.25","11.25"
08/28/2013,"11.16","11.16","11.16","11.16"
08/27/2013,"11.10","11.10","11.10","11.10"
08/26/2013,"11.35","11.35","11.35","11.35"
08/23/2013,"11.34","11.34","11.34","11.34"
08/22/2013,"11.29","11.29","11.29","11.29"
08/21/2013,"11.18","11.18","11.18","11.18"
08/20/2013,"11.21","11.21","11.21","11.21"
08/19/2013,"11.14","11.14","11.14","11.14"
08/16/2013,"11.19","11.19","11.19","11.19"
08/15/2013,"11.21","11.21","11.21","11.21"
08/14/2013,"11.40","11.40","11.40","11.40"
08/13/2013,"11.49","11.49","11.49","11.49"
08/12/2013,"11.46","11.46","11.46","11.46"
08/09/2013,"11.46","11.46","11.46","11.46"
08/08/2013,"11.48","11.48","11.48","11.48"
08/07/2013,"11.42","11.42","11.42","11.42"
08/06/2013,"11.50","11.50","11.50","11.50"
08/05/2013,"11.61","11.61","11.61","11.61"
08/02/2013,"11.59","11.59","11.59","11.59"
08/01/2013,"11.55","11.55","11.55","11.55"
07/31/2013,"11.34","11.34","11.34","11.34"
07/30/2013,"11.32","11.32","11.32","11.32"
07/29/2013,"11.25","11.25","11.25","11.25"
07/26/2013,"11.29","11.29","11.29","11.29"
07/25/2013,"11.27","11.27","11.27","11.27"
07/24/2013,"11.19","11.19","11.19","11.19"
07/23/2013,"11.21","11.21","11.21","11.21"
07/22/2013,"11.29","11.29","11.29","11.29"
07/19/2013,"11.25","11.25","11.25","11.25"
07/18/2013,"11.22","11.22","11.22","11.22"
07/17/2013,"11.19","11.19","11.19","11.19"
07/16/2013,"11.12","11.12","11.12","11.12"
07/15/2013,"11.22","11.22","11.22","11.22"
07/12/2013,"11.21","11.21","11.21","11.21"
07/11/2013,"11.10","11.10","11.10","11.10"
07/10/2013,"10.92","10.92","10.92","10.92"
07/09/2013,"10.88","10.88","10.88","10.88"
07/08/2013,"10.80","10.80","10.80","10.80"
07/05/2013,"10.79","10.79","10.79","10.79"
07/03/2013,"10.66","10.66","10.66","10.66"
07/02/2013,"10.64","10.64","10.64","10.64"
07/01/2013,"10.63","10.63","10.63","10.63"
06/28/2013,"10.51","10.51","10.51","10.51"
06/27/2013,"10.54","10.54","10.54","10.54"
06/26/2013,"10.47","10.47","10.47","10.47"
06/25/2013,"10.34","10.34","10.34","10.34"
06/24/2013,"10.24","10.24","10.24","10.24"
06/21/2013,"10.36","10.36","10.36","10.36"
06/20/2013,"10.36","10.36","10.36","10.36"
06/19/2013,"10.65","10.65","10.65","10.65"
06/18/2013,"10.78","10.78","10.78","10.78"
06/17/2013,"10.66","10.66","10.66","10.66"
06/14/2013,"10.61","10.61","10.61","10.61"
06/13/2013,"10.66","10.66","10.66","10.66"
06/12/2013,"10.52","10.52","10.52","10.52"
06/11/2013,"10.64","10.64","10.64","10.64"
06/10/2013,"10.80","10.80","10.80","10.80"
06/07/2013,"10.79","10.79","10.79","10.79"
06/06/2013,"10.62","10.62","10.62","10.62"
06/05/2013,"10.49","10.49","10.49","10.49"
06/04/2013,"10.64","10.64","10.64","10.64"
06/03/2013,"10.74","10.74","10.74","10.74"
05/31/2013,"10.74","10.74","10.74","10.74"
05/30/2013,"10.89","10.89","10.89","10.89"
05/29/2013,"10.82","10.82","10.82","10.82"
05/28/2013,"10.89","10.89","10.89","10.89"
05/24/2013,"10.81","10.81","10.81","10.81"
05/23/2013,"10.85","10.85","10.85","10.85"
05/22/2013,"10.87","10.87","10.87","10.87"
05/21/2013,"11.01","11.01","11.01","11.01"
05/20/2013,"11.01","11.01","11.01","11.01"
05/17/2013,"11.02","11.02","11.02","11.02"
05/16/2013,"10.89","10.89","10.89","10.89"
05/15/2013,"10.97","10.97","10.97","10.97"
05/14/2013,"10.94","10.94","10.94","10.94"
05/13/2013,"10.81","10.81","10.81","10.81"
05/10/2013,"10.79","10.79","10.79","10.79"
05/09/2013,"10.66","10.66","10.66","10.66"
05/08/2013,"10.64","10.64","10.64","10.64"
05/07/2013,"10.59","10.59","10.59","10.59"
05/06/2013,"10.57","10.57","10.57","10.57"
05/03/2013,"10.54","10.54","10.54","10.54"
05/02/2013,"10.39","10.39","10.39","10.39"
05/01/2013,"10.25","10.25","10.25","10.25"
04/30/2013,"10.35","10.35","10.35","10.35"
04/29/2013,"10.31","10.31","10.31","10.31"
04/26/2013,"10.24","10.24","10.24","10.24"
04/25/2013,"10.27","10.27","10.27","10.27"
04/24/2013,"10.19","10.19","10.19","10.19"
04/23/2013,"10.19","10.19","10.19","10.19"
04/22/2013,"10.08","10.08","10.08","10.08"
04/19/2013,"10.01","10.01","10.01","10.01"
04/18/2013,"9.89","9.89","9.89","9.89"
04/17/2013,"10.02","10.02","10.02","10.02"
