Date,Open,High,Low,Close
12/31/2021,"36.47","36.47","36.47","36.47"
12/30/2021,"36.70","36.70","36.70","36.70"
12/29/2021,"36.73","36.73","36.73","36.73"
12/28/2021,"36.83","36.83","36.83","36.83"
12/27/2021,"41.05","41.05","41.05","41.05"
12/23/2021,"40.61","40.61","40.61","40.61"
12/22/2021,"40.29","40.29","40.29","40.29"
12/21/2021,"39.93","39.93","39.93","39.93"
12/20/2021,"38.82","38.82","38.82","38.82"
12/17/2021,"39.35","39.35","39.35","39.35"
12/16/2021,"39.39","39.39","39.39","39.39"
12/15/2021,"40.53","40.53","40.53","40.53"
12/14/2021,"39.67","39.67","39.67","39.67"
12/13/2021,"40.28","40.28","40.28","40.28"
12/10/2021,"41.01","41.01","41.01","41.01"
12/09/2021,"41.02","41.02","41.02","41.02"
12/08/2021,"41.86","41.86","41.86","41.86"
12/07/2021,"41.60","41.60","41.60","41.60"
12/06/2021,"40.13","40.13","40.13","40.13"
12/03/2021,"40.02","40.02","40.02","40.02"
12/02/2021,"41.05","41.05","41.05","41.05"
12/01/2021,"40.58","40.58","40.58","40.58"
11/30/2021,"41.70","41.70","41.70","41.70"
11/29/2021,"42.41","42.41","42.41","42.41"
11/26/2021,"41.63","41.63","41.63","41.63"
11/24/2021,"42.57","42.57","42.57","42.57"
11/23/2021,"42.10","42.10","42.10","42.10"
11/22/2021,"42.35","42.35","42.35","42.35"
11/19/2021,"43.19","43.19","43.19","43.19"
11/18/2021,"42.98","42.98","42.98","42.98"
11/17/2021,"42.53","42.53","42.53","42.53"
11/16/2021,"42.93","42.93","42.93","42.93"
11/15/2021,"42.50","42.50","42.50","42.50"
11/12/2021,"42.54","42.54","42.54","42.54"
11/11/2021,"42.04","42.04","42.04","42.04"
11/10/2021,"41.72","41.72","41.72","41.72"
11/09/2021,"42.58","42.58","42.58","42.58"
11/08/2021,"42.82","42.82","42.82","42.82"
11/05/2021,"42.68","42.68","42.68","42.68"
11/04/2021,"42.74","42.74","42.74","42.74"
11/03/2021,"42.10","42.10","42.10","42.10"
11/02/2021,"41.73","41.73","41.73","41.73"
11/01/2021,"41.25","41.25","41.25","41.25"
10/29/2021,"40.99","40.99","40.99","40.99"
10/28/2021,"40.80","40.80","40.80","40.80"
10/27/2021,"40.22","40.22","40.22","40.22"
10/26/2021,"40.32","40.32","40.32","40.32"
10/25/2021,"40.11","40.11","40.11","40.11"
10/22/2021,"39.78","39.78","39.78","39.78"
10/21/2021,"40.11","40.11","40.11","40.11"
10/20/2021,"39.77","39.77","39.77","39.77"
10/19/2021,"39.88","39.88","39.88","39.88"
10/18/2021,"39.67","39.67","39.67","39.67"
10/15/2021,"39.27","39.27","39.27","39.27"
10/14/2021,"39.07","39.07","39.07","39.07"
10/13/2021,"38.38","38.38","38.38","38.38"
10/12/2021,"38.01","38.01","38.01","38.01"
10/11/2021,"37.97","37.97","37.97","37.97"
10/08/2021,"38.21","38.21","38.21","38.21"
10/07/2021,"38.36","38.36","38.36","38.36"
10/06/2021,"37.91","37.91","37.91","37.91"
10/05/2021,"37.70","37.70","37.70","37.70"
10/04/2021,"37.22","37.22","37.22","37.22"
10/01/2021,"38.11","38.11","38.11","38.11"
09/30/2021,"37.86","37.86","37.86","37.86"
09/29/2021,"37.99","37.99","37.99","37.99"
09/28/2021,"38.21","38.21","38.21","38.21"
09/27/2021,"39.46","39.46","39.46","39.46"
09/24/2021,"39.65","39.65","39.65","39.65"
09/23/2021,"39.83","39.83","39.83","39.83"
09/22/2021,"39.29","39.29","39.29","39.29"
09/21/2021,"38.87","38.87","38.87","38.87"
09/20/2021,"38.74","38.74","38.74","38.74"
09/17/2021,"39.64","39.64","39.64","39.64"
09/16/2021,"39.94","39.94","39.94","39.94"
09/15/2021,"39.76","39.76","39.76","39.76"
09/14/2021,"39.44","39.44","39.44","39.44"
09/13/2021,"39.53","39.53","39.53","39.53"
09/10/2021,"39.72","39.72","39.72","39.72"
09/09/2021,"39.97","39.97","39.97","39.97"
09/08/2021,"39.87","39.87","39.87","39.87"
09/07/2021,"40.29","40.29","40.29","40.29"
09/03/2021,"40.27","40.27","40.27","40.27"
09/02/2021,"40.09","40.09","40.09","40.09"
09/01/2021,"40.09","40.09","40.09","40.09"
08/31/2021,"39.89","39.89","39.89","39.89"
08/30/2021,"39.98","39.98","39.98","39.98"
08/27/2021,"39.67","39.67","39.67","39.67"
08/26/2021,"39.21","39.21","39.21","39.21"
08/25/2021,"39.47","39.47","39.47","39.47"
08/24/2021,"39.30","39.30","39.30","39.30"
08/23/2021,"39.12","39.12","39.12","39.12"
08/20/2021,"38.34","38.34","38.34","38.34"
08/19/2021,"37.85","37.85","37.85","37.85"
08/18/2021,"37.84","37.84","37.84","37.84"
08/17/2021,"38.18","38.18","38.18","38.18"
08/16/2021,"38.58","38.58","38.58","38.58"
08/13/2021,"38.79","38.79","38.79","38.79"
08/12/2021,"38.77","38.77","38.77","38.77"
08/11/2021,"38.57","38.57","38.57","38.57"
08/10/2021,"38.73","38.73","38.73","38.73"
08/09/2021,"38.96","38.96","38.96","38.96"
08/06/2021,"38.78","38.78","38.78","38.78"
08/05/2021,"39.05","39.05","39.05","39.05"
08/04/2021,"38.63","38.63","38.63","38.63"
08/03/2021,"38.49","38.49","38.49","38.49"
08/02/2021,"38.23","38.23","38.23","38.23"
07/30/2021,"38.17","38.17","38.17","38.17"
07/29/2021,"38.62","38.62","38.62","38.62"
07/28/2021,"38.63","38.63","38.63","38.63"
07/27/2021,"38.21","38.21","38.21","38.21"
07/26/2021,"38.75","38.75","38.75","38.75"
07/23/2021,"38.93","38.93","38.93","38.93"
07/22/2021,"38.47","38.47","38.47","38.47"
07/21/2021,"38.26","38.26","38.26","38.26"
07/20/2021,"37.81","37.81","37.81","37.81"
07/19/2021,"37.16","37.16","37.16","37.16"
07/16/2021,"37.32","37.32","37.32","37.32"
07/15/2021,"37.66","37.66","37.66","37.66"
07/14/2021,"38.04","38.04","38.04","38.04"
07/13/2021,"38.31","38.31","38.31","38.31"
07/12/2021,"38.53","38.53","38.53","38.53"
07/09/2021,"38.48","38.48","38.48","38.48"
07/08/2021,"38.07","38.07","38.07","38.07"
07/07/2021,"38.38","38.38","38.38","38.38"
07/06/2021,"38.51","38.51","38.51","38.51"
07/02/2021,"38.34","38.34","38.34","38.34"
07/01/2021,"38.06","38.06","38.06","38.06"
06/30/2021,"38.03","38.03","38.03","38.03"
06/29/2021,"38.10","38.10","38.10","38.10"
06/28/2021,"38.03","38.03","38.03","38.03"
06/25/2021,"37.68","37.68","37.68","37.68"
06/24/2021,"37.68","37.68","37.68","37.68"
06/23/2021,"37.50","37.50","37.50","37.50"
06/22/2021,"37.36","37.36","37.36","37.36"
06/21/2021,"36.99","36.99","36.99","36.99"
06/18/2021,"36.75","36.75","36.75","36.75"
06/17/2021,"36.92","36.92","36.92","36.92"
06/16/2021,"36.41","36.41","36.41","36.41"
06/15/2021,"36.47","36.47","36.47","36.47"
