Date,Open,High,Low,Close
12/30/2022,"22.51","22.51","22.51","22.51"
12/29/2022,"22.50","22.50","22.50","22.50"
12/28/2022,"21.95","21.95","21.95","21.95"
12/27/2022,"22.23","22.23","22.23","22.23"
12/23/2022,"24.23","24.23","24.23","24.23"
12/22/2022,"24.24","24.24","24.24","24.24"
12/21/2022,"24.79","24.79","24.79","24.79"
12/20/2022,"24.39","24.39","24.39","24.39"
12/19/2022,"24.37","24.37","24.37","24.37"
12/16/2022,"24.73","24.73","24.73","24.73"
12/15/2022,"24.97","24.97","24.97","24.97"
12/14/2022,"25.75","25.75","25.75","25.75"
12/13/2022,"25.89","25.89","25.89","25.89"
12/12/2022,"25.61","25.61","25.61","25.61"
12/09/2022,"25.25","25.25","25.25","25.25"
12/08/2022,"25.64","25.64","25.64","25.64"
12/07/2022,"25.29","25.29","25.29","25.29"
12/06/2022,"25.38","25.38","25.38","25.38"
12/05/2022,"25.92","25.92","25.92","25.92"
12/02/2022,"26.49","26.49","26.49","26.49"
12/01/2022,"26.49","26.49","26.49","26.49"
11/30/2022,"26.48","26.48","26.48","26.48"
11/29/2022,"25.35","25.35","25.35","25.35"
11/28/2022,"25.49","25.49","25.49","25.49"
11/25/2022,"25.89","25.89","25.89","25.89"
11/23/2022,"26.00","26.00","26.00","26.00"
11/22/2022,"25.77","25.77","25.77","25.77"
11/21/2022,"25.37","25.37","25.37","25.37"
11/18/2022,"25.69","25.69","25.69","25.69"
11/17/2022,"25.75","25.75","25.75","25.75"
11/16/2022,"25.92","25.92","25.92","25.92"
11/15/2022,"26.33","26.33","26.33","26.33"
11/14/2022,"25.92","25.92","25.92","25.92"
11/11/2022,"26.15","26.15","26.15","26.15"
11/10/2022,"25.65","25.65","25.65","25.65"
11/09/2022,"23.86","23.86","23.86","23.86"
11/08/2022,"24.59","24.59","24.59","24.59"
11/07/2022,"24.47","24.47","24.47","24.47"
11/04/2022,"24.32","24.32","24.32","24.32"
11/03/2022,"24.02","24.02","24.02","24.02"
11/02/2022,"24.28","24.28","24.28","24.28"
11/01/2022,"25.06","25.06","25.06","25.06"
10/31/2022,"25.24","25.24","25.24","25.24"
10/28/2022,"25.45","25.45","25.45","25.45"
10/27/2022,"24.83","24.83","24.83","24.83"
10/26/2022,"25.07","25.07","25.07","25.07"
10/25/2022,"25.51","25.51","25.51","25.51"
10/24/2022,"24.88","24.88","24.88","24.88"
10/21/2022,"24.71","24.71","24.71","24.71"
10/20/2022,"24.11","24.11","24.11","24.11"
10/19/2022,"24.17","24.17","24.17","24.17"
10/18/2022,"24.42","24.42","24.42","24.42"
10/17/2022,"24.15","24.15","24.15","24.15"
10/14/2022,"23.36","23.36","23.36","23.36"
10/13/2022,"24.10","24.10","24.10","24.10"
10/12/2022,"23.67","23.67","23.67","23.67"
10/11/2022,"23.65","23.65","23.65","23.65"
10/10/2022,"23.81","23.81","23.81","23.81"
10/07/2022,"24.13","24.13","24.13","24.13"
10/06/2022,"25.05","25.05","25.05","25.05"
10/05/2022,"25.15","25.15","25.15","25.15"
10/04/2022,"25.16","25.16","25.16","25.16"
10/03/2022,"24.25","24.25","24.25","24.25"
09/30/2022,"23.69","23.69","23.69","23.69"
09/29/2022,"24.08","24.08","24.08","24.08"
09/28/2022,"24.74","24.74","24.74","24.74"
09/27/2022,"24.22","24.22","24.22","24.22"
09/26/2022,"24.08","24.08","24.08","24.08"
09/23/2022,"24.26","24.26","24.26","24.26"
09/22/2022,"24.76","24.76","24.76","24.76"
09/21/2022,"25.15","25.15","25.15","25.15"
09/20/2022,"25.63","25.63","25.63","25.63"
09/19/2022,"25.87","25.87","25.87","25.87"
09/16/2022,"25.67","25.67","25.67","25.67"
09/15/2022,"25.97","25.97","25.97","25.97"
09/14/2022,"26.32","26.32","26.32","26.32"
09/13/2022,"26.10","26.10","26.10","26.10"
09/12/2022,"27.51","27.51","27.51","27.51"
09/09/2022,"27.14","27.14","27.14","27.14"
09/08/2022,"26.62","26.62","26.62","26.62"
09/07/2022,"26.37","26.37","26.37","26.37"
09/06/2022,"25.81","25.81","25.81","25.81"
09/02/2022,"25.99","25.99","25.99","25.99"
09/01/2022,"26.19","26.19","26.19","26.19"
08/31/2022,"26.31","26.31","26.31","26.31"
08/30/2022,"26.54","26.54","26.54","26.54"
08/29/2022,"26.85","26.85","26.85","26.85"
08/26/2022,"27.13","27.13","27.13","27.13"
08/25/2022,"28.29","28.29","28.29","28.29"
08/24/2022,"27.84","27.84","27.84","27.84"
08/23/2022,"27.67","27.67","27.67","27.67"
08/22/2022,"27.61","27.61","27.61","27.61"
08/19/2022,"28.27","28.27","28.27","28.27"
08/18/2022,"28.95","28.95","28.95","28.95"
08/17/2022,"28.82","28.82","28.82","28.82"
08/16/2022,"29.18","29.18","29.18","29.18"
08/15/2022,"29.20","29.20","29.20","29.20"
08/12/2022,"29.06","29.06","29.06","29.06"
08/11/2022,"28.47","28.47","28.47","28.47"
08/10/2022,"28.64","28.64","28.64","28.64"
08/09/2022,"27.80","27.80","27.80","27.80"
08/08/2022,"28.21","28.21","28.21","28.21"
08/05/2022,"28.20","28.20","28.20","28.20"
08/04/2022,"28.17","28.17","28.17","28.17"
08/03/2022,"27.97","27.97","27.97","27.97"
08/02/2022,"27.19","27.19","27.19","27.19"
08/01/2022,"27.20","27.20","27.20","27.20"
07/29/2022,"27.26","27.26","27.26","27.26"
07/28/2022,"26.73","26.73","26.73","26.73"
07/27/2022,"26.42","26.42","26.42","26.42"
07/26/2022,"25.39","25.39","25.39","25.39"
07/25/2022,"25.97","25.97","25.97","25.97"
07/22/2022,"26.08","26.08","26.08","26.08"
07/21/2022,"26.65","26.65","26.65","26.65"
07/20/2022,"26.37","26.37","26.37","26.37"
07/19/2022,"25.93","25.93","25.93","25.93"
07/18/2022,"25.11","25.11","25.11","25.11"
07/15/2022,"25.26","25.26","25.26","25.26"
07/14/2022,"24.82","24.82","24.82","24.82"
07/13/2022,"24.86","24.86","24.86","24.86"
07/12/2022,"24.88","24.88","24.88","24.88"
07/11/2022,"25.12","25.12","25.12","25.12"
07/08/2022,"25.72","25.72","25.72","25.72"
07/07/2022,"25.71","25.71","25.71","25.71"
07/06/2022,"25.05","25.05","25.05","25.05"
07/05/2022,"25.01","25.01","25.01","25.01"
07/01/2022,"24.49","24.49","24.49","24.49"
06/30/2022,"24.35","24.35","24.35","24.35"
06/29/2022,"24.77","24.77","24.77","24.77"
06/28/2022,"24.80","24.80","24.80","24.80"
06/27/2022,"25.60","25.60","25.60","25.60"
06/24/2022,"25.81","25.81","25.81","25.81"
06/23/2022,"24.94","24.94","24.94","24.94"
06/22/2022,"24.54","24.54","24.54","24.54"
06/21/2022,"24.59","24.59","24.59","24.59"
